duration,protocol_type,service,flag,src_bytes,dst_bytes,count,srv_count,num_failed_logins,land,wrong_fragment,urgent,label
0.53,tcp,smtp,RSTO,116.0,585.0,11.0,4.0,0,0,0,0,normal
2.46,tcp,private,SF,178.0,282.0,8.0,5.0,0,0,0,0,normal
0.89,tcp,private,SF,196.0,287.0,4.0,11.0,0,0,0,0,normal
0.53,tcp,dns,SF,322.0,337.0,14.0,0.0,1,0,0,0,normal
2.84,tcp,smtp,SF,0.0,461.0,10.0,6.0,0,0,0,0,normal
0.01,tcp,smtp,S0,2185.0,0.0,29.0,45.0,3,0,0,0,attack
0.53,icmp,smtp,RSTO,2147.0,71.0,25.0,63.0,2,0,0,0,attack
0.1,udp,private,S0,5512.0,0.0,17.0,60.0,1,0,0,0,attack
2.3,tcp,dns,SF,616.0,476.0,2.0,3.0,0,0,0,0,normal
0.43,icmp,http,SF,91.0,534.0,9.0,0.0,0,0,0,0,normal
0.06,icmp,ftp,S0,4419.0,23.0,30.0,51.0,1,0,0,1,attack
1.22,tcp,dns,SF,61.0,333.0,7.0,2.0,1,0,0,0,normal
2.12,udp,http,SF,258.0,683.0,10.0,10.0,1,0,0,0,normal
2.12,tcp,private,SF,761.0,408.0,7.0,3.0,0,0,0,0,normal
0.08,tcp,private,S0,2765.0,75.0,48.0,82.0,0,0,0,0,attack
0.76,tcp,private,SF,270.0,315.0,8.0,11.0,0,0,0,0,normal
1.56,tcp,ssh,SF,406.0,290.0,3.0,21.0,1,0,0,0,attack
2.37,tcp,ftp,SF,771.0,518.0,7.0,1.0,0,0,0,0,attack
1.2,udp,ftp,SF,386.0,485.0,6.0,5.0,0,0,0,0,normal
0.47,icmp,ssh,S0,4150.0,104.0,22.0,63.0,1,0,0,0,attack
0.07,udp,private,RSTO,3154.0,24.0,39.0,26.0,0,0,0,0,attack
1.93,tcp,ftp,SF,54.0,466.0,12.0,0.0,1,0,0,0,normal
1.45,tcp,http,SF,0.0,795.0,5.0,9.0,0,0,0,0,normal
0.14,tcp,smtp,SF,0.0,562.0,6.0,12.0,0,0,0,0,normal
0.12,tcp,dns,SF,255.0,165.0,3.0,12.0,0,0,0,0,normal
0.72,udp,ssh,SF,640.0,365.0,9.0,15.0,1,0,0,0,normal
3.71,tcp,ftp,REJ,365.0,482.0,1.0,0.0,0,0,0,0,normal
0.29,tcp,smtp,S0,2481.0,162.0,53.0,21.0,3,1,0,0,attack
0.16,tcp,dns,SF,926.0,759.0,9.0,10.0,0,0,0,0,normal
1.18,tcp,http,RSTO,297.0,630.0,9.0,7.0,0,0,0,0,normal
0.97,udp,http,SF,417.0,724.0,4.0,9.0,1,0,0,0,normal
9.46,icmp,private,SF,385.0,617.0,8.0,10.0,0,0,0,0,normal
0.64,icmp,ftp,RSTO,3166.0,73.0,24.0,29.0,1,1,2,0,attack
2.63,icmp,private,SF,151.0,682.0,8.0,1.0,0,0,0,0,normal
2.21,tcp,http,S0,137.0,712.0,18.0,10.0,0,0,0,0,normal
3.08,tcp,private,S0,544.0,591.0,5.0,19.0,0,0,0,0,normal
0.18,tcp,private,SF,6226.0,0.0,37.0,70.0,2,0,1,0,attack
0.01,icmp,private,RSTO,2942.0,105.0,40.0,54.0,2,0,0,1,attack
0.19,tcp,private,SF,4192.0,0.0,78.0,29.0,1,0,1,0,attack
0.09,icmp,http,SF,5552.0,197.0,73.0,32.0,1,0,0,0,attack
1.86,tcp,ssh,SF,0.0,552.0,21.0,2.0,0,0,0,0,normal
0.54,icmp,smtp,SF,561.0,724.0,11.0,10.0,0,0,0,0,normal
0.59,tcp,dns,S0,337.0,498.0,7.0,9.0,0,0,0,0,normal
0.13,tcp,http,S0,2734.0,110.0,52.0,68.0,2,1,1,0,attack
0.17,tcp,http,S0,4252.0,133.0,28.0,48.0,1,0,0,0,attack
3.18,tcp,private,SF,649.0,520.0,11.0,9.0,1,0,0,0,normal
2.26,tcp,dns,SF,444.0,452.0,5.0,12.0,1,0,0,0,normal
3.9,tcp,ftp,SF,174.0,457.0,13.0,0.0,0,0,0,0,normal
0.06,icmp,http,S0,3607.0,35.0,51.0,34.0,3,1,0,0,attack
12.48,tcp,dns,SF,0.0,503.0,2.0,6.0,0,0,0,0,normal
0.8,tcp,ftp,SF,383.0,702.0,3.0,13.0,0,0,0,0,normal
4.28,tcp,http,SF,347.0,391.0,14.0,20.0,0,0,0,0,normal
0.21,tcp,ssh,SF,0.0,848.0,11.0,10.0,0,0,0,0,normal
0.17,tcp,dns,S0,2887.0,80.0,63.0,27.0,0,0,2,0,attack
0.66,tcp,ftp,SF,374.0,603.0,10.0,12.0,1,0,0,0,normal
4.46,tcp,ftp,SF,540.0,422.0,19.0,2.0,0,0,0,0,normal
4.62,tcp,ftp,SF,222.0,631.0,8.0,1.0,0,0,0,0,normal
0.3,tcp,ftp,S0,1884.0,54.0,56.0,75.0,1,0,0,0,attack
0.57,tcp,http,S0,4716.0,0.0,38.0,19.0,0,0,2,0,attack
0.02,tcp,http,S0,1956.0,126.0,67.0,68.0,1,0,0,0,attack
0.03,icmp,ssh,S0,4314.0,64.0,85.0,55.0,1,1,0,0,attack
0.09,icmp,ftp,REJ,3575.0,60.0,35.0,23.0,0,0,1,0,attack
0.51,tcp,dns,SF,570.0,240.0,5.0,7.0,1,0,0,0,normal
0.23,tcp,smtp,SF,337.0,239.0,16.0,8.0,0,0,0,0,normal
4.18,tcp,ftp,SF,445.0,574.0,13.0,10.0,1,0,0,0,attack
0.38,tcp,smtp,SF,728.0,587.0,6.0,4.0,0,0,0,0,normal
1.38,tcp,ftp,SF,0.0,443.0,0.0,3.0,0,0,0,0,normal
0.28,tcp,http,S0,4522.0,93.0,35.0,28.0,1,0,0,0,normal
0.04,icmp,ssh,RSTO,3467.0,38.0,37.0,67.0,3,0,0,0,attack
0.85,tcp,ftp,SF,75.0,651.0,10.0,0.0,1,0,0,0,normal
0.27,icmp,http,REJ,3563.0,0.0,27.0,27.0,3,0,1,0,attack
6.07,tcp,smtp,SF,208.0,446.0,0.0,7.0,0,0,0,0,normal
0.04,tcp,smtp,REJ,4569.0,22.0,48.0,43.0,0,1,1,0,attack
0.37,tcp,private,SF,503.0,475.0,4.0,8.0,0,0,0,0,normal
0.25,tcp,http,SF,198.0,637.0,5.0,0.0,1,0,0,0,normal
0.08,udp,smtp,SF,0.0,298.0,4.0,9.0,0,0,0,0,normal
0.88,tcp,smtp,SF,0.0,128.0,9.0,1.0,0,0,0,0,normal
0.52,icmp,http,REJ,6293.0,2.0,49.0,28.0,0,1,0,0,attack
2.26,tcp,dns,SF,0.0,567.0,15.0,2.0,1,0,0,0,normal
1.5,udp,smtp,REJ,135.0,612.0,7.0,1.0,0,0,0,0,normal
1.22,tcp,private,REJ,338.0,704.0,14.0,12.0,1,0,0,0,normal
0.88,tcp,dns,SF,383.0,486.0,10.0,19.0,0,0,0,0,normal
8.02,tcp,private,RSTO,383.0,371.0,17.0,9.0,0,0,0,0,normal
0.15,tcp,smtp,SF,254.0,686.0,7.0,9.0,1,0,0,0,normal
1.47,tcp,smtp,SF,243.0,456.0,16.0,1.0,0,0,0,0,normal
4.99,udp,dns,SF,223.0,633.0,7.0,3.0,1,0,0,0,normal
3.15,tcp,ftp,SF,554.0,661.0,12.0,10.0,1,0,0,0,normal
0.38,icmp,ssh,SF,162.0,302.0,8.0,12.0,0,0,0,0,normal
1.76,udp,private,SF,0.0,373.0,12.0,12.0,0,0,0,0,normal
2.26,udp,smtp,SF,253.0,709.0,6.0,10.0,0,0,0,0,normal
0.27,tcp,ftp,SF,526.0,440.0,2.0,4.0,0,0,0,0,normal
0.26,udp,private,RSTO,3788.0,128.0,68.0,21.0,0,0,0,0,attack
0.35,udp,private,S0,3946.0,114.0,48.0,41.0,3,0,0,0,attack
0.3,icmp,ftp,S0,3036.0,131.0,53.0,53.0,2,0,1,0,attack
0.2,icmp,http,S0,4717.0,131.0,66.0,54.0,0,0,0,0,attack
2.62,udp,http,SF,560.0,566.0,7.0,2.0,1,0,0,0,normal
6.67,udp,private,SF,618.0,409.0,2.0,14.0,1,0,0,0,normal
2.23,tcp,http,SF,262.0,348.0,10.0,7.0,1,0,0,0,normal
0.14,icmp,http,S0,7957.0,38.0,26.0,52.0,0,0,0,0,attack
0.42,icmp,http,REJ,5175.0,56.0,28.0,75.0,1,0,1,0,attack
0.23,tcp,dns,SF,162.0,459.0,3.0,9.0,0,0,0,0,normal
0.24,tcp,dns,REJ,7362.0,97.0,38.0,32.0,0,0,0,0,attack
0.15,tcp,ssh,SF,130.0,214.0,17.0,10.0,0,0,0,0,normal
0.67,tcp,smtp,SF,641.0,623.0,18.0,11.0,1,0,0,0,normal
0.92,tcp,dns,SF,231.0,427.0,16.0,0.0,1,0,0,0,normal
0.12,icmp,private,REJ,4567.0,66.0,40.0,24.0,2,0,2,0,attack
4.73,tcp,http,SF,79.0,560.0,2.0,0.0,0,0,0,0,normal
7.23,udp,dns,SF,0.0,765.0,9.0,1.0,0,0,0,0,normal
0.06,icmp,ssh,SF,198.0,648.0,0.0,11.0,0,0,0,0,normal
1.32,tcp,dns,SF,804.0,394.0,0.0,7.0,0,0,0,0,normal
0.75,tcp,private,SF,315.0,361.0,6.0,15.0,0,0,0,0,normal
6.78,tcp,ftp,SF,234.0,453.0,18.0,1.0,0,0,0,0,normal
0.98,tcp,dns,SF,316.0,404.0,4.0,8.0,0,0,0,0,normal
0.07,tcp,ftp,REJ,3370.0,62.0,76.0,34.0,2,1,0,0,attack
6.75,tcp,dns,S0,196.0,325.0,0.0,8.0,0,0,0,0,normal
2.46,udp,ftp,SF,451.0,244.0,10.0,10.0,0,0,0,0,normal
0.48,icmp,ssh,S0,5653.0,6.0,62.0,62.0,3,0,0,0,attack
1.77,udp,dns,REJ,0.0,253.0,12.0,4.0,0,0,0,0,normal
0.49,tcp,dns,SF,184.0,255.0,2.0,1.0,1,0,0,0,attack
0.18,tcp,ftp,S0,4242.0,38.0,30.0,45.0,1,0,2,0,attack
0.59,tcp,dns,SF,348.0,399.0,9.0,11.0,0,0,0,0,normal
0.45,tcp,smtp,S0,3987.0,128.0,79.0,51.0,0,0,0,0,attack
3.71,tcp,http,S0,546.0,448.0,0.0,15.0,0,0,0,0,normal
7.05,tcp,smtp,SF,108.0,512.0,8.0,15.0,1,0,0,0,normal
0.93,icmp,dns,S0,3754.0,0.0,63.0,50.0,1,0,0,0,normal
0.52,tcp,ssh,SF,174.0,407.0,8.0,12.0,1,0,0,0,normal
0.13,tcp,ftp,SF,291.0,550.0,2.0,11.0,0,0,0,0,normal
0.04,icmp,http,S0,4388.0,64.0,69.0,57.0,2,0,2,0,attack
0.97,tcp,http,S0,4834.0,50.0,61.0,42.0,0,0,2,0,attack
0.08,tcp,http,REJ,2632.0,57.0,22.0,45.0,1,0,1,0,attack
2.09,tcp,ssh,SF,946.0,486.0,15.0,0.0,1,0,0,0,normal
1.23,udp,http,SF,378.0,376.0,16.0,0.0,1,0,0,0,normal
0.93,tcp,http,SF,0.0,355.0,7.0,0.0,0,0,0,0,normal
1.21,icmp,http,SF,0.0,549.0,16.0,10.0,0,0,0,0,normal
0.35,udp,http,REJ,3969.0,83.0,34.0,52.0,0,0,2,0,attack
0.01,tcp,http,REJ,2440.0,60.0,70.0,25.0,1,0,0,0,attack
3.99,tcp,dns,SF,638.0,570.0,1.0,0.0,0,0,0,0,normal
0.05,tcp,smtp,SF,4083.0,106.0,75.0,74.0,1,0,0,0,attack
0.39,udp,dns,SF,753.0,619.0,7.0,12.0,1,0,0,0,normal
0.19,tcp,smtp,SF,448.0,343.0,10.0,0.0,1,0,0,0,normal
2.49,tcp,smtp,SF,323.0,627.0,6.0,11.0,0,0,0,0,normal
0.56,udp,smtp,SF,201.0,314.0,4.0,9.0,0,0,0,0,normal
2.8,tcp,dns,SF,532.0,359.0,11.0,1.0,1,0,0,0,normal
0.33,tcp,ssh,SF,116.0,421.0,10.0,17.0,0,0,0,0,normal
0.68,tcp,dns,SF,148.0,499.0,9.0,15.0,1,0,0,0,normal
1.94,tcp,http,SF,260.0,306.0,14.0,11.0,0,0,0,0,normal
0.17,udp,private,REJ,771.0,266.0,2.0,15.0,0,0,0,0,normal
0.67,icmp,http,RSTO,3209.0,122.0,66.0,69.0,0,0,2,0,attack
2.34,tcp,smtp,SF,161.0,829.0,10.0,11.0,1,0,0,0,normal
6.23,tcp,ftp,SF,0.0,550.0,9.0,7.0,1,0,0,0,normal
0.18,tcp,dns,S0,421.0,315.0,6.0,8.0,1,0,0,0,normal
6.39,tcp,ssh,SF,109.0,581.0,12.0,12.0,0,0,0,0,normal
0.52,udp,ftp,SF,445.0,618.0,11.0,10.0,0,0,0,0,normal
0.13,udp,dns,SF,467.0,620.0,12.0,1.0,0,0,0,0,normal
0.73,tcp,smtp,SF,336.0,268.0,14.0,6.0,0,0,0,0,normal
1.79,tcp,private,SF,448.0,551.0,5.0,15.0,0,0,0,0,normal
0.24,tcp,ssh,S0,3177.0,5.0,63.0,41.0,1,0,0,0,attack
2.8,tcp,private,SF,514.0,501.0,9.0,7.0,0,0,0,0,normal
2.24,tcp,dns,SF,536.0,801.0,15.0,7.0,1,0,0,0,attack
2.64,udp,ssh,S0,0.0,547.0,7.0,18.0,0,0,0,0,normal
1.45,udp,ssh,SF,60.0,718.0,7.0,5.0,1,0,0,0,normal
0.29,tcp,smtp,REJ,5184.0,80.0,69.0,56.0,2,0,0,0,attack
0.57,tcp,ftp,REJ,3906.0,52.0,21.0,34.0,1,0,0,0,attack
0.73,tcp,smtp,SF,0.0,358.0,2.0,14.0,0,0,0,0,normal
0.6,tcp,http,SF,0.0,512.0,14.0,13.0,0,0,0,0,normal
0.0,tcp,ssh,SF,522.0,190.0,2.0,8.0,0,0,0,0,normal
2.35,udp,ftp,SF,856.0,610.0,6.0,2.0,0,0,0,0,normal
1.93,tcp,smtp,SF,597.0,662.0,10.0,3.0,1,0,0,0,normal
0.31,tcp,smtp,SF,0.0,518.0,0.0,14.0,0,0,0,0,normal
0.05,icmp,private,S0,5244.0,81.0,55.0,27.0,0,0,0,0,attack
1.02,udp,dns,SF,299.0,345.0,4.0,15.0,0,0,0,0,normal
0.25,icmp,http,S0,3283.0,34.0,39.0,73.0,2,0,0,0,attack
0.04,tcp,smtp,REJ,3053.0,60.0,42.0,32.0,0,0,1,0,attack
0.13,udp,http,S0,4710.0,81.0,19.0,20.0,2,0,2,0,attack
0.3,icmp,http,S0,3876.0,29.0,51.0,26.0,2,0,0,0,attack
6.21,tcp,dns,SF,0.0,139.0,9.0,0.0,0,0,0,0,normal
1.0,udp,smtp,SF,454.0,462.0,2.0,3.0,0,0,0,0,normal
0.17,tcp,dns,SF,53.0,604.0,9.0,12.0,0,0,0,0,normal
0.79,udp,ssh,S0,256.0,772.0,6.0,9.0,0,0,0,0,normal
2.27,tcp,private,SF,238.0,410.0,4.0,8.0,0,0,0,0,normal
0.44,tcp,http,SF,320.0,657.0,23.0,8.0,0,0,0,0,normal
0.87,tcp,smtp,SF,476.0,663.0,7.0,16.0,0,0,0,0,normal
0.39,tcp,smtp,S0,6492.0,18.0,44.0,58.0,0,0,0,0,attack
0.09,tcp,private,S0,5771.0,45.0,77.0,39.0,2,0,1,0,attack
1.79,tcp,smtp,SF,413.0,432.0,7.0,12.0,0,0,0,0,normal
0.73,tcp,smtp,REJ,2958.0,11.0,77.0,28.0,1,0,0,0,attack
0.24,tcp,http,RSTO,6958.0,0.0,73.0,64.0,2,0,2,0,attack
0.14,tcp,dns,SF,499.0,499.0,1.0,7.0,0,0,0,0,normal
1.95,tcp,private,SF,0.0,553.0,15.0,6.0,0,0,0,0,normal
0.26,tcp,http,S0,2134.0,125.0,39.0,62.0,1,0,0,1,attack
1.42,tcp,smtp,SF,162.0,568.0,3.0,9.0,0,0,0,0,normal
0.63,tcp,smtp,SF,334.0,433.0,8.0,3.0,0,0,0,0,normal
1.74,tcp,dns,SF,0.0,165.0,11.0,8.0,0,0,0,0,normal
0.15,tcp,smtp,SF,151.0,680.0,4.0,0.0,0,0,0,0,normal
0.48,udp,private,SF,108.0,738.0,11.0,9.0,0,0,0,0,normal
0.98,tcp,ftp,SF,0.0,623.0,1.0,6.0,1,0,0,0,normal
0.05,tcp,smtp,S0,3853.0,112.0,67.0,21.0,1,0,0,0,attack
0.35,tcp,ssh,SF,229.0,386.0,10.0,9.0,0,0,0,0,normal
2.16,tcp,smtp,SF,366.0,648.0,4.0,13.0,0,0,0,0,normal
3.62,tcp,ssh,SF,412.0,663.0,11.0,10.0,0,0,0,0,normal
1.46,udp,smtp,SF,102.0,706.0,8.0,10.0,0,0,0,0,normal
1.42,tcp,private,RSTO,901.0,496.0,6.0,1.0,0,0,0,0,attack
1.26,tcp,private,SF,220.0,542.0,14.0,0.0,0,0,0,0,normal
0.04,udp,private,SF,108.0,435.0,11.0,2.0,0,0,0,0,attack
0.16,icmp,http,S0,5033.0,39.0,40.0,60.0,1,0,2,0,attack
0.64,udp,private,SF,636.0,715.0,11.0,9.0,1,0,0,0,normal
0.61,tcp,private,SF,219.0,612.0,17.0,8.0,0,0,0,0,normal
1.98,udp,smtp,SF,594.0,325.0,15.0,11.0,0,0,0,0,normal
2.18,tcp,private,SF,396.0,422.0,11.0,17.0,1,0,0,0,normal
0.31,tcp,http,SF,45.0,597.0,0.0,16.0,0,0,0,0,normal
0.79,tcp,http,SF,274.0,300.0,10.0,12.0,1,0,0,0,normal
0.2,udp,smtp,SF,622.0,549.0,12.0,1.0,1,0,0,0,normal
0.23,tcp,ssh,SF,0.0,257.0,14.0,12.0,0,0,0,0,normal
1.0,tcp,ssh,RSTO,198.0,667.0,8.0,10.0,0,0,0,0,normal
0.28,udp,ftp,S0,335.0,642.0,6.0,3.0,0,0,0,0,normal
0.13,tcp,ssh,SF,515.0,703.0,5.0,2.0,0,0,0,0,normal
0.03,tcp,ftp,REJ,6724.0,120.0,65.0,37.0,0,0,0,0,attack
1.86,tcp,dns,SF,173.0,722.0,13.0,15.0,0,0,0,0,normal
0.62,icmp,http,S0,2377.0,125.0,57.0,58.0,0,1,0,0,normal
4.9,tcp,http,SF,363.0,359.0,6.0,5.0,0,0,0,0,normal
0.36,tcp,private,SF,237.0,636.0,1.0,14.0,0,0,0,0,normal
0.11,udp,ftp,SF,176.0,630.0,14.0,11.0,0,0,0,0,normal
7.23,tcp,http,SF,195.0,321.0,4.0,17.0,0,0,0,0,normal
0.12,udp,smtp,S0,6764.0,56.0,50.0,79.0,0,0,0,0,attack
0.25,tcp,dns,S0,2785.0,48.0,75.0,66.0,2,0,0,0,attack
2.29,udp,ssh,SF,393.0,246.0,15.0,7.0,0,0,0,0,normal
2.53,tcp,http,SF,317.0,336.0,2.0,1.0,0,0,0,0,normal
0.46,tcp,http,RSTO,779.0,470.0,0.0,10.0,1,0,0,0,normal
2.9,udp,dns,SF,161.0,525.0,8.0,12.0,0,0,0,0,normal
0.06,udp,private,S0,1399.0,36.0,36.0,48.0,2,0,0,0,attack
0.25,tcp,smtp,REJ,22.0,322.0,4.0,2.0,0,0,0,0,attack
0.36,tcp,http,SF,196.0,508.0,0.0,6.0,0,0,0,0,normal
0.14,icmp,http,S0,5394.0,90.0,21.0,71.0,1,0,1,0,attack
2.05,udp,private,REJ,0.0,672.0,17.0,0.0,0,0,0,0,normal
0.29,tcp,ftp,SF,3888.0,0.0,47.0,82.0,2,0,0,0,attack
2.13,tcp,ftp,SF,246.0,195.0,8.0,2.0,0,0,0,0,attack
1.29,tcp,http,SF,689.0,569.0,2.0,14.0,0,0,0,0,normal
0.3,icmp,http,SF,0.0,678.0,1.0,15.0,0,0,0,0,normal
1.56,udp,ssh,SF,361.0,608.0,6.0,8.0,0,0,0,0,normal
1.05,tcp,private,S0,808.0,555.0,0.0,8.0,0,0,0,0,normal
0.52,icmp,private,S0,3871.0,51.0,83.0,52.0,1,0,2,0,attack
0.21,tcp,ssh,SF,4941.0,158.0,23.0,25.0,1,0,2,0,attack
2.0,tcp,private,SF,522.0,595.0,11.0,6.0,1,0,0,0,normal
2.77,tcp,private,SF,391.0,466.0,14.0,0.0,0,0,0,0,normal
1.13,tcp,smtp,SF,0.0,440.0,8.0,1.0,0,0,0,0,normal
0.29,tcp,ssh,SF,869.0,317.0,2.0,4.0,0,0,0,0,normal
0.57,tcp,smtp,SF,737.0,333.0,3.0,12.0,0,0,0,0,normal
0.24,udp,dns,SF,527.0,669.0,3.0,2.0,0,0,0,0,normal
0.62,udp,smtp,SF,362.0,732.0,9.0,0.0,0,0,0,0,normal
2.05,tcp,dns,SF,270.0,337.0,8.0,11.0,0,0,0,0,normal
0.03,udp,ftp,SF,338.0,498.0,0.0,4.0,0,0,0,0,normal
0.76,tcp,smtp,SF,474.0,803.0,13.0,8.0,0,0,0,0,normal
0.21,tcp,http,REJ,1802.0,112.0,77.0,29.0,0,0,0,0,attack
10.13,udp,smtp,SF,409.0,520.0,4.0,12.0,0,0,0,0,normal
9.46,tcp,http,SF,12.0,560.0,16.0,13.0,0,0,0,0,normal
0.08,tcp,private,S0,3357.0,23.0,63.0,36.0,1,0,1,0,attack
0.19,udp,smtp,S0,4740.0,57.0,35.0,34.0,1,0,2,0,attack
0.19,tcp,http,S0,3496.0,0.0,40.0,44.0,1,0,0,0,attack
0.26,icmp,ssh,S0,5309.0,29.0,75.0,58.0,1,0,0,0,attack
0.06,tcp,smtp,SF,865.0,359.0,6.0,11.0,0,0,0,0,normal
1.57,tcp,http,SF,504.0,152.0,1.0,9.0,1,0,0,0,normal
0.19,tcp,private,SF,769.0,665.0,7.0,8.0,0,0,0,0,normal
3.37,tcp,dns,SF,123.0,857.0,4.0,17.0,0,0,0,0,normal
0.21,tcp,private,S0,4081.0,75.0,59.0,36.0,2,0,0,0,attack
3.74,tcp,ftp,SF,793.0,517.0,12.0,7.0,1,0,0,0,normal
0.19,udp,dns,SF,0.0,757.0,5.0,8.0,0,0,0,0,normal
0.3,icmp,ftp,SF,5402.0,0.0,69.0,68.0,1,0,0,0,attack
3.38,tcp,private,SF,486.0,551.0,0.0,2.0,0,0,0,0,normal
0.44,tcp,private,SF,147.0,552.0,6.0,10.0,0,0,0,0,normal
0.88,tcp,ssh,SF,601.0,488.0,19.0,12.0,0,0,0,0,normal
2.35,tcp,private,SF,0.0,443.0,5.0,8.0,0,0,0,0,normal
0.02,tcp,smtp,SF,116.0,520.0,1.0,11.0,0,0,0,0,normal
1.73,icmp,dns,SF,37.0,401.0,16.0,4.0,1,0,0,0,normal
0.08,icmp,private,S0,5154.0,0.0,58.0,60.0,1,0,0,0,attack
0.09,tcp,private,S0,4819.0,48.0,57.0,45.0,1,0,0,0,attack
1.07,tcp,ssh,SF,161.0,470.0,4.0,6.0,0,0,0,0,normal
0.26,icmp,http,S0,6239.0,32.0,74.0,52.0,2,0,0,0,attack
2.7,udp,ftp,SF,889.0,400.0,15.0,16.0,0,0,0,0,normal
1.45,udp,ssh,SF,540.0,563.0,6.0,1.0,0,0,0,0,normal
3.88,tcp,ftp,SF,638.0,485.0,11.0,4.0,0,0,0,0,normal
0.25,tcp,http,S0,2982.0,57.0,41.0,49.0,0,0,2,0,attack
1.77,tcp,http,SF,862.0,259.0,14.0,4.0,0,0,0,0,normal
0.61,tcp,private,REJ,0.0,403.0,8.0,21.0,0,0,0,0,normal
1.05,udp,http,RSTO,450.0,653.0,19.0,6.0,0,0,0,0,normal
0.07,icmp,private,S0,5506.0,0.0,42.0,65.0,0,0,1,0,attack
3.99,udp,private,SF,303.0,440.0,10.0,5.0,0,0,0,0,attack
0.07,tcp,private,REJ,5024.0,103.0,66.0,39.0,2,0,1,0,attack
2.09,tcp,private,SF,307.0,443.0,7.0,1.0,0,0,0,0,normal
1.29,tcp,http,S0,3510.0,0.0,24.0,35.0,3,0,0,0,attack
0.3,icmp,private,SF,3544.0,110.0,23.0,77.0,2,0,0,0,attack
2.62,tcp,http,SF,0.0,332.0,10.0,2.0,0,0,0,0,normal
0.23,tcp,http,S0,0.0,726.0,2.0,8.0,0,0,0,0,normal
0.68,tcp,http,SF,170.0,455.0,10.0,9.0,0,0,0,0,normal
4.21,tcp,dns,SF,334.0,198.0,15.0,0.0,0,0,0,0,normal
0.7,tcp,ssh,SF,503.0,438.0,7.0,10.0,1,0,0,0,normal
1.3,tcp,smtp,SF,356.0,748.0,2.0,0.0,0,0,0,0,normal
1.42,icmp,smtp,SF,37.0,507.0,8.0,1.0,0,0,0,0,normal
0.72,tcp,http,SF,592.0,406.0,2.0,14.0,1,0,0,0,normal
0.96,tcp,http,S0,69.0,498.0,7.0,6.0,1,0,0,0,normal
0.17,icmp,http,S0,5444.0,97.0,25.0,49.0,1,0,1,0,attack
0.29,tcp,private,S0,3288.0,0.0,45.0,14.0,2,0,0,0,attack
8.31,tcp,ftp,SF,123.0,521.0,7.0,7.0,0,0,0,0,normal
4.79,udp,ftp,REJ,721.0,446.0,9.0,13.0,1,0,0,0,normal
0.18,tcp,private,S0,3933.0,49.0,14.0,53.0,1,0,2,0,attack
2.59,tcp,dns,SF,513.0,524.0,7.0,3.0,0,0,0,0,normal
1.59,tcp,private,SF,156.0,524.0,17.0,0.0,0,0,0,0,normal
3.53,tcp,dns,SF,505.0,491.0,20.0,0.0,1,0,0,0,normal
2.91,udp,smtp,SF,75.0,601.0,12.0,9.0,0,0,0,0,normal
1.58,tcp,dns,SF,584.0,594.0,4.0,4.0,0,0,0,0,normal
2.35,tcp,ftp,SF,182.0,820.0,13.0,9.0,1,0,0,0,normal
0.25,icmp,http,SF,76.0,472.0,12.0,12.0,0,0,0,0,normal
0.04,tcp,dns,REJ,133.0,353.0,11.0,0.0,1,0,0,0,normal
2.04,tcp,dns,SF,0.0,185.0,8.0,5.0,0,0,0,0,normal
4.52,tcp,dns,REJ,409.0,317.0,8.0,12.0,0,0,0,0,normal
1.84,tcp,http,SF,438.0,371.0,0.0,7.0,0,0,0,0,normal
2.04,tcp,dns,SF,236.0,405.0,12.0,12.0,1,0,0,0,normal
1.66,tcp,ftp,SF,840.0,387.0,7.0,10.0,1,0,0,0,normal
3.91,tcp,ssh,REJ,373.0,697.0,10.0,7.0,0,0,0,0,normal
1.06,udp,ftp,SF,601.0,691.0,8.0,11.0,0,0,0,0,normal
0.06,tcp,http,S0,4847.0,71.0,77.0,50.0,2,0,1,0,attack
1.68,tcp,http,SF,0.0,494.0,3.0,12.0,0,0,0,0,normal
4.18,tcp,ssh,SF,0.0,121.0,8.0,12.0,1,0,0,0,normal
0.19,icmp,http,S0,4274.0,80.0,17.0,70.0,1,0,2,0,attack
3.28,tcp,smtp,SF,688.0,283.0,12.0,5.0,0,0,0,0,normal
0.12,tcp,http,S0,4045.0,16.0,50.0,77.0,3,0,2,0,attack
1.57,udp,private,SF,322.0,484.0,4.0,11.0,0,0,0,0,normal
2.81,tcp,ftp,SF,412.0,329.0,5.0,12.0,0,0,0,0,normal
2.64,tcp,ssh,SF,301.0,500.0,15.0,2.0,0,0,0,0,normal
0.94,tcp,private,SF,0.0,461.0,5.0,7.0,1,0,0,0,normal
0.44,tcp,dns,REJ,437.0,442.0,3.0,0.0,1,0,0,0,normal
0.15,tcp,dns,SF,116.0,539.0,12.0,3.0,0,0,0,0,normal
0.33,icmp,http,S0,3696.0,39.0,43.0,42.0,3,0,0,0,attack
0.35,tcp,dns,SF,577.0,570.0,12.0,0.0,0,0,0,0,normal
0.1,tcp,http,S0,3730.0,72.0,62.0,69.0,1,0,0,0,attack
0.33,tcp,private,RSTO,575.0,802.0,11.0,17.0,0,0,0,0,normal
4.41,tcp,smtp,SF,10.0,759.0,11.0,6.0,0,0,0,0,normal
0.24,tcp,ssh,S0,5238.0,86.0,30.0,67.0,0,0,2,0,attack
